# accelerometer data in g
t,x,y,z
111.64,-0.0938,-0.0156,0.9531
111.66,-0.0938,-0.0156,0.9531
111.68,-0.0938,-0.0156,0.9531
111.70,-0.0938,-0.0156,0.9531
111.72,-0.0938,-0.0156,0.9375
111.74,-0.0938,-0.0156,0.9531
111.76,-0.0938,-0.0156,0.9531
111.78,-0.0938,-0.0156,0.9531
111.80,-0.0938,-0.0156,0.9531
111.82,-0.0938,-0.0156,0.9531
111.84,-0.0938,-0.0156,0.9375
111.86,-0.0938,-0.0156,0.9531
111.88,-0.0938,-0.0156,0.9531
111.90,-0.0938,-0.0156,0.9531
111.92,-0.0938,-0.0156,0.9531
111.94,-0.0938,-0.0156,0.9531
111.96,-0.0938,-0.0156,0.9531
111.98,-0.0938,-0.0156,0.9531
112.00,-0.0938,-0.0156,0.9531
112.02,-0.0938,-0.0156,0.9531
112.04,-0.0938,-0.0156,0.9531
112.06,-0.0938,-0.0156,0.9375
112.08,-0.0938,-0.0156,0.9531
112.10,-0.0938,-0.0156,0.9531
112.12,-0.0938,-0.0156,0.9531
112.14,-0.0938,-0.0156,0.9531
112.16,-0.0938,-0.0156,0.9531
112.18,-0.0938,-0.0156,0.9531
112.20,-0.0938,-0.0156,0.9375
112.22,-0.0938,-0.0156,0.9531
112.24,-0.0938,-0.0156,0.9531
112.26,-0.0938,-0.0156,0.9531
112.28,-0.0938,-0.0156,0.9531
112.30,-0.0938,-0.0156,0.9531
112.32,-0.0938,-0.0156,0.9531
112.34,-0.0938,-0.0156,0.9375
112.36,-0.0938,-0.0156,0.9375
112.38,-0.0938,-0.0156,0.9531
112.40,-0.0938,-0.0156,0.9531
112.42,-0.0938,-0.0156,0.9531
112.44,-0.0938,-0.0156,0.9531
112.46,-0.0938,-0.0156,0.9375
112.48,-0.0938,-0.0156,0.9531
112.50,-0.0938,-0.0156,0.9375
112.52,-0.0938,-0.0156,0.9375
112.54,-0.0938,-0.0156,0.9531
112.56,-0.0938,-0.0156,0.9531
112.58,-0.0938,-0.0156,0.9375
112.60,-0.0938,-0.0156,0.9375
112.62,-0.0938,-0.0156,0.9531
112.64,-0.0938,-0.0156,0.9375
112.66,-0.0938,-0.0156,0.9531
112.68,-0.0938,-0.0156,0.9375
112.70,-0.0938,-0.0156,0.9531
112.72,-0.0938,-0.0312,0.9375
112.74,-0.0938,-0.0156,0.9531
112.76,-0.0938,-0.0156,0.9531
112.78,-0.0938,-0.0156,0.9531
112.80,-0.0938,-0.0156,0.9531
112.82,-0.0938,-0.0156,0.9375
112.84,-0.0938,-0.0156,0.9531
112.86,-0.0938,-0.0156,0.9375
112.88,-0.0938,-0.0156,0.9531
112.90,-0.0938,-0.0156,0.9531
112.92,-0.0938,-0.0156,0.9531
112.94,-0.0938,-0.0156,0.9531
112.96,-0.0938,-0.0156,0.9531
112.98,-0.0938,-0.0156,0.9375
113.00,-0.0938,-0.0156,0.9531
113.02,-0.0938,-0.0156,0.9531
113.04,-0.0938,-0.0156,0.9375
113.06,-0.0938,-0.0156,0.9375
113.08,-0.0938,-0.0156,0.9375
113.10,-0.0938,-0.0156,0.9375
113.12,-0.0938,-0.0156,0.9531
113.14,-0.0938,-0.0156,0.9531
113.16,-0.0938,-0.0156,0.9531
113.18,-0.0938,-0.0156,0.9375
113.20,-0.0938,-0.0156,0.9531
113.22,-0.0938,-0.0156,0.9531
113.24,-0.0938,-0.0156,0.9375
113.26,-0.0938,-0.0156,0.9531
113.28,-0.0938,-0.0156,0.9375
113.30,-0.0938,-0.0156,0.9375
113.32,-0.0938,-0.0156,0.9531
113.34,-0.0938,-0.0156,0.9531
113.36,-0.0938,-0.0156,0.9531
113.38,-0.0938,-0.0156,0.9531
113.40,-0.0938,-0.0156,0.9531
113.42,-0.0938,-0.0156,0.9531
113.44,-0.0938,-0.0156,0.9531
113.46,-0.0938,-0.0156,0.9531
113.48,-0.0938,-0.0156,0.9531
113.50,-0.0938,-0.0156,0.9375
113.52,-0.0938,-0.0156,0.9531
113.54,-0.0938,-0.0156,0.9531
113.56,-0.0938,-0.0156,0.9531
113.58,-0.0938,-0.0156,0.9375
113.60,-0.0938,-0.0156,0.9531
113.62,-0.0938,-0.0156,0.9531
113.64,-0.0938,-0.0156,0.9531
113.66,-0.0938,-0.0156,0.9531
113.68,-0.0938,-0.0156,0.9531
113.70,-0.0938,-0.0156,0.9531
113.72,-0.0938,-0.0156,0.9531
113.74,-0.0938,-0.0156,0.9531
113.76,-0.0938,-0.0156,0.9531
113.78,-0.0938,-0.0156,0.9531
113.80,-0.0938,-0.0156,0.9531
113.82,-0.0938,-0.0156,0.9531
113.84,-0.0938,-0.0156,0.9531
113.86,-0.0938,-0.0156,0.9375
113.88,-0.0938,-0.0156,0.9375
113.90,-0.0938,-0.0156,0.9531
113.92,-0.0938,-0.0156,0.9531
113.94,-0.0938,-0.0156,0.9531
113.96,-0.0938,-0.0156,0.9531
113.98,-0.0938,-0.0156,0.9375
114.00,-0.0938,-0.0156,0.9531
114.02,-0.0938,-0.0156,0.9531
114.04,-0.0938,-0.0156,0.9531
114.06,-0.0938,-0.0156,0.9531
114.08,-0.0938,-0.0156,0.9531
114.10,-0.0938,-0.0156,0.9531
114.12,-0.0938,-0.0156,0.9531
114.14,-0.0938,-0.0156,0.9531
114.16,-0.0938,-0.0156,0.9375
114.18,-0.0938,-0.0156,0.9531
114.20,-0.0938,-0.0156,0.9531
114.22,-0.0938,-0.0156,0.9531
114.24,-0.0938,-0.0156,0.9531
114.26,-0.0938,-0.0156,0.9531
114.28,-0.0938,-0.0156,0.9531
114.30,-0.0938,-0.0156,0.9375
114.32,-0.0938,-0.0156,0.9531
114.34,-0.0938,-0.0156,0.9531
114.36,-0.0938,-0.0156,0.9531
114.38,-0.0938,-0.0156,0.9375
114.40,-0.0938,-0.0156,0.9531
114.42,-0.0938,-0.0156,0.9375
114.44,-0.0938,-0.0156,0.9531
114.46,-0.0938,-0.0156,0.9375
114.48,-0.0938,-0.0156,0.9531
114.50,-0.0938,-0.0156,0.9375
114.52,-0.0938,-0.0156,0.9531
114.54,-0.0938,-0.0156,0.9531
114.56,-0.0938,-0.0156,0.9375
114.58,-0.0938,-0.0156,0.9531
114.60,-0.0938,-0.0156,0.9531
114.62,-0.0938,-0.0156,0.9531
114.64,-0.0938,-0.0156,0.9375
114.66,-0.0938,-0.0156,0.9531
114.68,-0.0938,-0.0156,0.9531
114.70,-0.0938,-0.0156,0.9375
114.72,-0.0938,-0.0156,0.9531
114.74,-0.0938,-0.0156,0.9531
114.76,-0.0938,-0.0156,0.9531
114.78,-0.0938,-0.0156,0.9531
114.80,-0.0938,-0.0156,0.9531
114.82,-0.0938,-0.0156,0.9531
114.84,-0.0938,-0.0156,0.9531
114.86,-0.0938,-0.0156,0.9531
114.88,-0.0938,-0.0156,0.9531
114.90,-0.0938,-0.0156,0.9531
114.92,-0.0938,-0.0156,0.9375
114.94,-0.0938,-0.0156,0.9531
114.96,-0.0938,-0.0156,0.9531
114.98,-0.0938,-0.0156,0.9531
115.00,-0.0938,-0.0156,0.9531
115.02,-0.0938,-0.0156,0.9375
115.04,-0.0938,-0.0156,0.9531
115.06,-0.0938,-0.0156,0.9375
115.08,-0.0938,-0.0156,0.9531
115.10,-0.0938,-0.0156,0.9531
115.12,-0.0938,-0.0156,0.9531
115.14,-0.0938,-0.0156,0.9531
115.16,-0.0938,-0.0156,0.9531
115.18,-0.0938,-0.0156,0.9375
115.20,-0.0938,-0.0156,0.9531
115.22,-0.0938,-0.0156,0.9531
115.24,-0.0938,-0.0156,0.9531
115.26,-0.0938,-0.0156,0.9531
115.28,-0.0938,-0.0156,0.9531
115.30,-0.0938,-0.0156,0.9375
115.32,-0.0938,-0.0156,0.9531
115.34,-0.0938,-0.0156,0.9531
115.36,-0.0938,-0.0156,0.9531
115.38,-0.0938,-0.0156,0.9531
115.40,-0.0938,-0.0156,0.9375
115.42,-0.0938,-0.0156,0.9375
115.44,-0.0938,-0.0156,0.9375
115.46,-0.0938,-0.0156,0.9375
115.48,-0.0938,-0.0156,0.9531
115.50,-0.0938,-0.0156,0.9375
115.52,-0.0938,-0.0156,0.9531
115.54,-0.0938,-0.0156,0.9531
115.56,-0.0938,-0.0156,0.9375
115.58,-0.0938,-0.0156,0.9531
115.60,-0.0938,-0.0156,0.9531
115.62,-0.0938,-0.0156,0.9531
115.64,-0.0938,-0.0156,0.9531
115.66,-0.0938,-0.0156,0.9531
115.68,-0.0938,-0.0156,0.9531
115.70,-0.0938,-0.0156,0.9531
115.72,-0.0938,-0.0156,0.9531
115.74,-0.0938,-0.0156,0.9531
115.76,-0.0938,-0.0156,0.9531
115.78,-0.0938,-0.0156,0.9531
115.80,-0.0938,-0.0156,0.9531
115.82,-0.0938,-0.0156,0.9531
115.84,-0.0938,-0.0156,0.9531
115.86,-0.0938,-0.0156,0.9375
115.88,-0.0938,-0.0156,0.9531
115.90,-0.0938,-0.0156,0.9531
115.92,-0.0938,-0.0156,0.9531
115.94,-0.0938,-0.0156,0.9375
115.96,-0.0938,-0.0156,0.9375
115.98,-0.0938,-0.0156,0.9531
116.00,-0.0938,-0.0156,0.9375
116.02,-0.0938,-0.0156,0.9531
116.04,-0.0938,-0.0156,0.9531
116.06,-0.0938,-0.0156,0.9531
116.08,-0.0938,-0.0156,0.9375
116.10,-0.0938,-0.0156,0.9375
116.12,-0.0938,-0.0156,0.9375
116.14,-0.0938,-0.0156,0.9531
116.16,-0.0938,-0.0156,0.9531
116.18,-0.0938,-0.0156,0.9375
116.20,-0.0938,-0.0156,0.9531
116.22,-0.0938,-0.0156,0.9531
116.24,-0.0938,-0.0156,0.9531
116.26,-0.0938,-0.0156,0.9375
116.28,-0.0938,-0.0156,0.9531
116.30,-0.0938,-0.0156,0.9531
116.32,-0.0938,-0.0156,0.9375
116.34,-0.0938,-0.0156,0.9531
116.36,-0.0938,-0.0156,0.9375
116.38,-0.0938,-0.0156,0.9531
116.40,-0.0938,-0.0156,0.9531
116.42,-0.0938,-0.0156,0.9531
116.44,-0.0938,-0.0156,0.9531
116.46,-0.0938,-0.0156,0.9375
116.48,-0.0938,-0.0156,0.9375
116.50,-0.0938,-0.0156,0.9531
116.52,-0.0938,-0.0156,0.9531
116.54,-0.0938,-0.0156,0.9531
116.56,-0.0938,-0.0156,0.9375
116.58,-0.0938,-0.0156,0.9531
116.60,-0.0938,-0.0156,0.9531
116.62,-0.0938,-0.0156,0.9531
116.64,-0.0938,-0.0156,0.9531
116.66,-0.0938,-0.0156,0.9531
116.68,-0.0938,-0.0156,0.9531
116.70,-0.0938,-0.0156,0.9531
116.72,-0.0938,-0.0156,0.9531
116.74,-0.0938,-0.0156,0.9375
116.76,-0.0938,-0.0156,0.9531
116.78,-0.0938,-0.0156,0.9531
116.80,-0.0938,-0.0156,0.9531
116.82,-0.0938,-0.0156,0.9531
116.84,-0.0938,-0.0156,0.9531
116.86,-0.0938,-0.0156,0.9531
116.88,-0.0938,-0.0156,0.9531
116.90,-0.0938,-0.0156,0.9531
116.92,-0.0938,-0.0156,0.9531
116.94,-0.0938,-0.0156,0.9531
116.96,-0.0938,-0.0156,0.9375
116.98,-0.0938,-0.0156,0.9531
117.00,-0.0938,-0.0156,0.9531
117.02,-0.0938,-0.0156,0.9531
117.04,-0.0938,-0.0156,0.9531
117.06,-0.0938,-0.0156,0.9531
117.08,-0.0938,-0.0156,0.9531
117.10,-0.0938,-0.0156,0.9531
117.12,-0.0938,-0.0156,0.9531
117.14,-0.0938,-0.0156,0.9531
117.16,-0.0938,-0.0156,0.9531
117.18,-0.0781,-0.0156,0.9375
117.20,-0.0938,-0.0156,0.9531
117.22,-0.0938,-0.0156,0.9531
117.24,-0.0938,-0.0156,0.9531
117.26,-0.0938,-0.0156,0.9531
117.28,-0.0938,-0.0156,0.9531
117.30,-0.0938,-0.0156,0.9531
117.32,-0.0938,-0.0156,0.9531
117.34,-0.0938,-0.0156,0.9375
117.36,-0.0938,-0.0156,0.9531
117.38,-0.0938,-0.0156,0.9531
117.40,-0.0938,-0.0156,0.9531
117.42,-0.0938,-0.0156,0.9531
117.44,-0.0938,-0.0156,0.9375
117.46,-0.0938,-0.0156,0.9531
117.48,-0.0938,-0.0156,0.9531
117.50,-0.0938,-0.0156,0.9531
117.52,-0.0938,-0.0156,0.9531
117.54,-0.0938,-0.0156,0.9531
117.56,-0.0938,-0.0156,0.9375
117.58,-0.0938,-0.0156,0.9531
117.60,-0.0938,-0.0156,0.9531
117.62,-0.0938,-0.0156,0.9531
117.64,-0.0938,-0.0156,0.9531
117.66,-0.0938,-0.0156,0.9531
117.68,-0.0938,-0.0156,0.9531
117.70,-0.0938,-0.0156,0.9531
117.72,-0.0938,-0.0156,0.9531
117.74,-0.0938,-0.0156,0.9531
117.76,-0.0938,-0.0156,0.9375
117.78,-0.0938,-0.0156,0.9375
117.80,-0.0938,-0.0156,0.9531
117.82,-0.0938,-0.0156,0.9531
117.84,-0.0938,-0.0156,0.9531
117.86,-0.0938,-0.0156,0.9531
117.88,-0.0938,-0.0156,0.9531
117.90,-0.0938,-0.0156,0.9531
117.92,-0.0938,-0.0156,0.9531
117.94,-0.0938,-0.0156,0.9531
117.96,-0.0938,-0.0156,0.9531
117.98,-0.0938,-0.0156,0.9531
118.00,-0.0938,-0.0156,0.9375
118.02,-0.0938,-0.0156,0.9375
118.04,-0.0938,-0.0156,0.9531
118.06,-0.1094,-0.0156,0.9531
118.08,-0.0938,-0.0156,0.9531
118.10,-0.0938,-0.0156,0.9531
118.12,-0.0938,-0.0156,0.9531
118.14,-0.0938,-0.0156,0.9531
118.16,-0.0938,-0.0156,0.9531
118.18,-0.0938,-0.0156,0.9531
118.20,-0.0938,-0.0156,0.9531
118.22,-0.0938,-0.0156,0.9531
118.24,-0.0938,-0.0156,0.9531
118.26,-0.0938,-0.0312,0.9531
118.28,-0.0938,-0.0156,0.9531
118.30,-0.0938,-0.0156,0.9531
118.32,-0.0938,-0.0156,0.9531
118.34,-0.0938,-0.0156,0.9531
118.36,-0.0938,-0.0156,0.9531
118.38,-0.0938,-0.0156,0.9531
118.40,-0.0938,-0.0156,0.9375
118.42,-0.0938,-0.0156,0.9531
118.44,-0.0938,-0.0156,0.9531
118.46,-0.0938,-0.0156,0.9375
118.48,-0.0938,-0.0156,0.9531
118.50,-0.0938,-0.0156,0.9531
118.52,-0.0938,-0.0156,0.9531
118.54,-0.0938,-0.0156,0.9531
118.56,-0.0938,-0.0156,0.9531
118.58,-0.0938,-0.0156,0.9375
118.60,-0.0938,-0.0312,0.9531
118.62,-0.0938,-0.0156,0.9531
118.64,-0.0938,-0.0156,0.9375
118.66,-0.0938,-0.0156,0.9531
118.68,-0.0938,-0.0156,0.9531
118.70,-0.0938,-0.0156,0.9531
118.72,-0.0938,-0.0156,0.9531
118.74,-0.0938,-0.0156,0.9531
118.76,-0.0938,-0.0156,0.9531
118.78,-0.0938,-0.0156,0.9531
118.80,-0.0938,-0.0156,0.9531
118.82,-0.0938,-0.0156,0.9531
118.84,-0.0938,-0.0156,0.9531
118.86,-0.0938,-0.0156,0.9375
118.88,-0.0938,-0.0156,0.9531
118.90,-0.0938,-0.0156,0.9531
118.92,-0.0938,-0.0156,0.9531
118.94,-0.0938,-0.0156,0.9531
118.96,-0.0938,-0.0156,0.9531
118.98,-0.0938,-0.0156,0.9531
119.00,-0.0938,-0.0156,0.9375
119.02,-0.0938,-0.0156,0.9531
119.04,-0.0938,-0.0156,0.9531
119.06,-0.0938,-0.0156,0.9531
119.08,-0.0938,-0.0156,0.9531
119.10,-0.0938,-0.0156,0.9531
119.12,-0.0938,-0.0156,0.9531
119.14,-0.0938,-0.0156,0.9531
119.16,-0.0938,-0.0156,0.9375
119.18,-0.0938,-0.0156,0.9375
119.20,-0.0938,-0.0156,0.9531
119.22,-0.0938,-0.0156,0.9531
119.24,-0.0938,-0.0156,0.9531
119.26,-0.0938,-0.0156,0.9531
119.28,-0.0938,-0.0156,0.9531
119.30,-0.0938,-0.0156,0.9531
119.32,-0.0938,-0.0156,0.9531
119.34,-0.0938,-0.0156,0.9531
119.36,-0.0938,-0.0156,0.9531
119.38,-0.0938,-0.0156,0.9531
119.40,-0.0938,-0.0156,0.9531
119.42,-0.0938,-0.0156,0.9531
119.44,-0.0938,-0.0156,0.9375
119.46,-0.0938,-0.0156,0.9531
119.48,-0.0938,-0.0156,0.9375
119.50,-0.0938,-0.0156,0.9375
119.52,-0.0938,-0.0156,0.9375
119.54,-0.0938,-0.0156,0.9531
119.56,-0.0938,-0.0156,0.9531
119.58,-0.0938,-0.0156,0.9531
119.60,-0.0938,-0.0156,0.9531
119.62,-0.0938,-0.0156,0.9375
119.64,-0.0938,-0.0156,0.9531
119.66,-0.0938,-0.0156,0.9375
119.68,-0.0938,-0.0156,0.9531
119.70,-0.0938,-0.0156,0.9531
119.72,-0.0938,-0.0156,0.9531
119.74,-0.0938,-0.0156,0.9531
119.76,-0.0938,-0.0156,0.9375
119.78,-0.0938,-0.0156,0.9531
119.80,-0.0938,-0.0156,0.9531
119.82,-0.0938,-0.0156,0.9531
119.84,-0.0938,-0.0156,0.9531
119.86,-0.0938,-0.0156,0.9531
119.88,-0.0938,-0.0156,0.9531
119.90,-0.0938,-0.0156,0.9375
119.92,-0.0938,-0.0156,0.9375
119.94,-0.0938,-0.0156,0.9531
119.96,-0.0938,-0.0156,0.9531
119.98,-0.0938,-0.0156,0.9375
120.00,-0.0938,-0.0156,0.9531
120.02,-0.0938,-0.0156,0.9531
120.04,-0.0938,-0.0156,0.9531
120.06,-0.0938,-0.0156,0.9531
120.08,-0.0938,-0.0156,0.9531
120.10,-0.0938,-0.0156,0.9531
120.12,-0.0938,-0.0156,0.9531
120.14,-0.0938,-0.0156,0.9531
120.16,-0.0938,-0.0156,0.9531
120.18,-0.0938,-0.0156,0.9531
120.20,-0.0938,-0.0156,0.9531
120.22,-0.0938,-0.0156,0.9531
120.24,-0.0938,-0.0156,0.9531
120.26,-0.0938,-0.0156,0.9531
120.28,-0.0938,-0.0156,0.9375
120.30,-0.0938,-0.0156,0.9531
120.32,-0.0938,-0.0156,0.9531
120.34,-0.0938,-0.0156,0.9531
120.36,-0.0938,-0.0156,0.9531
120.38,-0.0938,-0.0156,0.9531
120.40,-0.0938,-0.0156,0.9531
120.42,-0.0938,-0.0156,0.9375
120.44,-0.0938,-0.0156,0.9531
120.46,-0.0938,-0.0156,0.9531
120.48,-0.0938,-0.0156,0.9531
120.50,-0.0938,-0.0156,0.9531
120.52,-0.0938,-0.0156,0.9531
120.54,-0.0938,-0.0156,0.9531
120.56,-0.0938,-0.0156,0.9531
120.58,-0.0938,-0.0156,0.9531
120.60,-0.0938,-0.0156,0.9531
120.62,-0.0938,-0.0156,0.9531
120.64,-0.0938,-0.0156,0.9531
120.66,-0.0938,-0.0156,0.9375
120.68,-0.0938,-0.0156,0.9531
120.70,-0.0938,-0.0156,0.9375
120.72,-0.0938,-0.0156,0.9531
120.74,-0.0938,-0.0156,0.9531
120.76,-0.0938,-0.0156,0.9531
120.78,-0.0938,-0.0156,0.9531
120.80,-0.0938,-0.0156,0.9531
120.82,-0.0938,-0.0156,0.9531
120.84,-0.0938,-0.0156,0.9375
120.86,-0.0938,-0.0156,0.9531
120.88,-0.0938,-0.0156,0.9531
120.90,-0.0938,-0.0156,0.9531
120.92,-0.0938,-0.0156,0.9531
120.94,-0.0938,-0.0156,0.9531
120.96,-0.0938,-0.0156,0.9531
120.98,-0.0938,-0.0156,0.9531
121.00,-0.0938,-0.0156,0.9375
121.02,-0.0938,-0.0156,0.9531
121.04,-0.0938,-0.0156,0.9375
121.06,-0.0938,-0.0156,0.9375
121.08,-0.0938,-0.0156,0.9375
121.10,-0.0938,-0.0156,0.9375
121.12,-0.0938,-0.0156,0.9375
121.14,-0.0938,-0.0312,0.9531
121.16,-0.0938,-0.0156,0.9531
121.18,-0.0938,-0.0156,0.9531
121.20,-0.0938,-0.0156,0.9531
121.22,-0.0938,-0.0156,0.9531
121.24,-0.0938,-0.0156,0.9531
121.26,-0.0938,-0.0156,0.9375
121.28,-0.0938,-0.0156,0.9531
121.30,-0.0938,-0.0156,0.9531
121.32,-0.0938,-0.0156,0.9531
121.34,-0.0938,-0.0156,0.9531
121.36,-0.0938,-0.0156,0.9531
121.38,-0.0938,-0.0156,0.9531
121.40,-0.0938,-0.0156,0.9375
121.42,-0.0938,-0.0156,0.9531
121.44,-0.0938,-0.0156,0.9531
121.46,-0.0938,-0.0156,0.9531
121.48,-0.0938,-0.0156,0.9531
121.50,-0.0938,-0.0156,0.9375
121.52,-0.0938,-0.0156,0.9531
121.54,-0.0938,-0.0156,0.9375
121.56,-0.0938,-0.0156,0.9531
121.58,-0.0938,-0.0156,0.9531
121.60,-0.0938,-0.0156,0.9531
121.62,-0.0938,-0.0156,0.9531
121.64,-0.0938,-0.0156,0.9531
121.66,-0.0938,-0.0156,0.9531
121.68,-0.0938,-0.0156,0.9531
121.70,-0.0938,-0.0156,0.9375
121.72,-0.0938,-0.0156,0.9375
121.74,-0.0938,-0.0156,0.9531
121.76,-0.0938,-0.0156,0.9375
121.78,-0.0938,-0.0156,0.9375
121.80,-0.0938,-0.0156,0.9531
121.82,-0.0938,-0.0156,0.9531
121.84,-0.0938,-0.0156,0.9531
121.86,-0.0938,-0.0156,0.9531
121.88,-0.0938,-0.0156,0.9375
121.90,-0.0938,-0.0156,0.9531
121.92,-0.0938,-0.0156,0.9375
121.94,-0.0938,-0.0156,0.9375
121.96,-0.0938,-0.0156,0.9531
121.98,-0.0938,-0.0156,0.9531
122.00,-0.0938,-0.0156,0.9531
122.02,-0.0938,-0.0156,0.9531
122.04,-0.0938,-0.0156,0.9531
122.06,-0.0938,-0.0156,0.9531
122.08,-0.0938,-0.0156,0.9531
122.10,-0.0938,-0.0156,0.9375
122.12,-0.0938,-0.0156,0.9375
122.14,-0.0938,-0.0156,0.9531
122.16,-0.0938,-0.0156,0.9531
122.18,-0.0938,-0.0156,0.9531
122.20,-0.0938,-0.0156,0.9531
122.22,-0.0938,-0.0156,0.9531
122.24,-0.0938,-0.0156,0.9531
122.26,-0.0938,-0.0156,0.9531
122.28,-0.0938,-0.0156,0.9531
122.30,-0.0938,-0.0156,0.9531
122.32,-0.0938,-0.0156,0.9531
122.34,-0.0938,-0.0156,0.9531
122.36,-0.0938,-0.0156,0.9531
122.38,-0.0938,-0.0156,0.9531
122.40,-0.0938,-0.0156,0.9375
122.42,-0.0938,-0.0156,0.9375
122.44,-0.0938,-0.0156,0.9531
122.46,-0.0938,-0.0156,0.9531
122.48,-0.0938,-0.0156,0.9531
122.50,-0.0938,-0.0156,0.9375
122.52,-0.0938,-0.0156,0.9375
122.54,-0.0938,-0.0156,0.9531
122.56,-0.0938,-0.0156,0.9531
122.58,-0.0938,-0.0156,0.9531
122.60,-0.0938,-0.0156,0.9531
122.62,-0.0938,-0.0156,0.9531
122.64,-0.0938,-0.0156,0.9531
122.66,-0.0938,-0.0156,0.9531
122.68,-0.0938,-0.0156,0.9531
122.70,-0.0938,-0.0156,0.9531
122.72,-0.0938,-0.0156,0.9531
122.74,-0.0938,-0.0156,0.9531
122.76,-0.0938,-0.0156,0.9531
122.78,-0.0938,-0.0156,0.9531
122.80,-0.0938,-0.0156,0.9531
122.82,-0.0938,-0.0156,0.9531
122.84,-0.0938,-0.0156,0.9531
122.86,-0.0938,-0.0156,0.9531
122.88,-0.0938,-0.0156,0.9531
122.90,-0.0938,-0.0312,0.9375
122.92,-0.0938,-0.0156,0.9375
122.94,-0.0938,-0.0156,0.9531
122.96,-0.0938,-0.0156,0.9531
122.98,-0.0938,-0.0156,0.9375
123.00,-0.0938,-0.0156,0.9531
123.02,-0.0938,-0.0156,0.9531
123.04,-0.0938,-0.0156,0.9375
123.06,-0.0938,-0.0156,0.9531
123.08,-0.0938,-0.0156,0.9375
123.10,-0.0938,-0.0156,0.9531
123.12,-0.0938,-0.0156,0.9531
123.14,-0.0938,-0.0156,0.9531
123.16,-0.0938,-0.0156,0.9531
123.18,-0.0938,-0.0156,0.9531
123.20,-0.0938,-0.0156,0.9531
123.22,-0.0938,-0.0156,0.9531
123.24,-0.0938,-0.0156,0.9531
123.26,-0.0938,-0.0156,0.9531
123.28,-0.0938,-0.0156,0.9531
123.30,-0.0938,-0.0156,0.9531
123.32,-0.0938,-0.0156,0.9531
123.34,-0.0938,-0.0156,0.9375
123.36,-0.0938,-0.0156,0.9531
123.38,-0.0938,-0.0156,0.9375
123.40,-0.0938,-0.0156,0.9531
123.42,-0.0938,-0.0156,0.9531
123.44,-0.0938,-0.0156,0.9531
123.46,-0.0938,-0.0156,0.9531
123.48,-0.0938,-0.0156,0.9531
123.50,-0.0938,-0.0156,0.9531
123.52,-0.0938,-0.0156,0.9375
123.54,-0.0938,-0.0156,0.9531
123.56,-0.0938,-0.0156,0.9375
123.58,-0.0938,-0.0156,0.9531
123.60,-0.0938,-0.0156,0.9375
123.62,-0.0938,-0.0156,0.9375
123.64,-0.0938,-0.0156,0.9531
123.66,-0.0938,-0.0156,0.9531
123.68,-0.0938,-0.0156,0.9531
123.70,-0.0938,-0.0156,0.9531
123.72,-0.0938,-0.0156,0.9531
123.74,-0.0938,-0.0156,0.9531
123.76,-0.0938,-0.0156,0.9531
123.78,-0.0938,-0.0156,0.9531
123.80,-0.0938,-0.0156,0.9531
123.82,-0.0938,-0.0156,0.9531
123.84,-0.0938,-0.0156,0.9531
123.86,-0.0938,-0.0156,0.9375
123.88,-0.0938,-0.0156,0.9531
123.90,-0.0938,-0.0156,0.9531
123.92,-0.0938,-0.0156,0.9375
123.94,-0.0938,-0.0156,0.9531
123.96,-0.0938,-0.0156,0.9531
123.98,-0.0938,-0.0156,0.9375
124.00,-0.0938,-0.0156,0.9531
124.02,-0.0938,-0.0156,0.9531
124.04,-0.0938,-0.0156,0.9531
124.06,-0.0938,-0.0156,0.9531
124.08,-0.0781,-0.0156,0.9531
124.10,-0.0938,-0.0156,0.9531
124.12,-0.0938,-0.0156,0.9375
124.14,-0.0938,-0.0156,0.9531
124.16,-0.0938,-0.0156,0.9375
124.18,-0.0938,-0.0156,0.9531
124.20,-0.0938,-0.0156,0.9531
124.22,-0.0938,-0.0156,0.9375
124.24,-0.0938,-0.0156,0.9531
124.26,-0.0938,-0.0156,0.9375
124.28,-0.0938,-0.0156,0.9531
124.30,-0.0938,-0.0156,0.9531
124.32,-0.0938,-0.0156,0.9531
124.34,-0.0938,-0.0156,0.9531
124.36,-0.0938,-0.0156,0.9531
124.38,-0.0938,-0.0156,0.9531
124.40,-0.0938,-0.0156,0.9531
124.42,-0.0938,-0.0156,0.9531
124.44,-0.0938,-0.0156,0.9531
124.46,-0.0938,-0.0156,0.9531
124.48,-0.0938,-0.0156,0.9531
124.50,-0.0938,-0.0156,0.9531
124.52,-0.0938,-0.0156,0.9531
124.54,-0.0938,-0.0156,0.9531
124.56,-0.0938,-0.0156,0.9531
124.58,-0.0938,-0.0156,0.9531
124.60,-0.0938,-0.0156,0.9531
124.62,-0.0938,-0.0156,0.9531
124.64,-0.0938,-0.0156,0.9531
124.66,-0.0938,-0.0156,0.9531
124.68,-0.0938,-0.0156,0.9375
124.70,-0.0938,-0.0156,0.9531
124.72,-0.0938,-0.0156,0.9531
124.74,-0.0938,-0.0156,0.9375
124.76,-0.0938,-0.0156,0.9531
124.78,-0.0938,-0.0312,0.9531
124.80,-0.0938,-0.0156,0.9531
124.82,-0.0938,-0.0156,0.9531
124.84,-0.0938,-0.0156,0.9375
124.86,-0.0938,-0.0156,0.9531
124.88,-0.0938,-0.0156,0.9531
124.90,-0.0938,-0.0156,0.9531
124.92,-0.0938,-0.0156,0.9531
